DateTime;T_air_mean;humidity_rel;wind_speed_mean;wind_speed_max;wind_direction;radiation;pressure_air;P;ET_haude;ET_penman;T_air_min;T_air_max;RDate_Xlt;Date
01.01.2017 00:00;-0.6;80;0.3;0.6;243;0;1010;0;0;0.001;-0.6;-0.6;01.01.2017 00:00;01.01.2017
01.01.2017 00:10;-1.1;80;2;2.9;286;0;1009.9;0;0;0.001;-1.1;-1.1;01.01.2017 00:10;01.01.2017
01.01.2017 00:20;-1.1;82;2.9;4.1;240;0;1009.7;0;0;0.003;-1.1;-1.1;01.01.2017 00:20;01.01.2017
01.01.2017 00:30;-1;81;3.2;4.5;242;0;1009.7;0;0;0.003;-1;-1;01.01.2017 00:30;01.01.2017
01.01.2017 00:40;-1;81;3.1;3.8;253;0;1009.4;0;0;0.003;-1;-1;01.01.2017 00:40;01.01.2017
01.01.2017 00:50;-1.1;80;2.6;3.7;255;0;1009.5;0;0;0.003;-1.1;-1.1;01.01.2017 00:50;01.01.2017
01.01.2017 01:00;-1.2;80;3;4.7;248;0;1009.2;0;0;0.003;-1.2;-1.2;01.01.2017 01:00;01.01.2017
01.01.2017 01:10;-1.1;79;3.2;4.1;243;0;1009.1;0;0;0.003;-1.1;-1.1;01.01.2017 01:10;01.01.2017
01.01.2017 01:20;-1.2;79;2.2;3.1;244;0;1009;0;0;0.003;-1.2;-1.2;01.01.2017 01:20;01.01.2017
01.01.2017 01:30;-1.4;79;1.8;2.9;238;0;1008.9;0;0;0.002;-1.4;-1.4;01.01.2017 01:30;01.01.2017
01.01.2017 01:40;-1.3;80;2.3;3.4;232;0;1008.7;0;0;0.003;-1.3;-1.3;01.01.2017 01:40;01.01.2017
01.01.2017 01:50;-1.2;79;2;3;237;0;1008.6;0;0;0.002;-1.2;-1.2;01.01.2017 01:50;01.01.2017
01.01.2017 02:00;-1.2;78;1.9;2.9;245;0;1008.6;0;0;0.002;-1.2;-1.2;01.01.2017 02:00;01.01.2017
01.01.2017 02:10;-1.5;78;1.3;2;222;0;1008.6;0;0;0.002;-1.5;-1.5;01.01.2017 02:10;01.01.2017
01.01.2017 02:20;-1.8;79;0.8;1.4;197;0;1008.4;0;0;0.001;-1.8;-1.8;01.01.2017 02:20;01.01.2017
01.01.2017 02:30;-2;80;0.7;1.8;219;0;1008.3;0;0;0.001;-2;-2;01.01.2017 02:30;01.01.2017
01.01.2017 02:40;-2;81;0.9;1.7;234;0;1008.3;0;0;0.001;-2;-2;01.01.2017 02:40;01.01.2017
01.01.2017 02:50;-1.9;82;2.1;3.3;238;0;1008;0;0;0.002;-1.9;-1.9;01.01.2017 02:50;01.01.2017
01.01.2017 03:00;-1.6;81;2.7;3.4;237;0;1007.9;0;0;0.003;-1.6;-1.6;01.01.2017 03:00;01.01.2017
01.01.2017 03:10;-1.5;80;2.8;3.7;239;0;1007.8;0;0;0.003;-1.5;-1.5;01.01.2017 03:10;01.01.2017
01.01.2017 03:20;-1.5;80;2.8;3.6;234;0;1007.6;0;0;0.003;-1.5;-1.5;01.01.2017 03:20;01.01.2017
01.01.2017 03:30;-1.6;80;3.1;3.8;229;0;1007.5;0;0;0.003;-1.6;-1.6;01.01.2017 03:30;01.01.2017
01.01.2017 03:40;-1.9;80;2.2;3.2;225;0;1007.5;0;0;0.002;-1.9;-1.9;01.01.2017 03:40;01.01.2017
01.01.2017 03:50;-2.1;82;2.2;2.7;234;0;1007.3;0;0;0.002;-2.1;-2.1;01.01.2017 03:50;01.01.2017
01.01.2017 04:00;-2.2;83;1.9;2.2;237;0;1007.2;0;0;0.002;-2.2;-2.2;01.01.2017 04:00;01.01.2017
01.01.2017 04:10;-2.1;83;2;2.6;239;0;1007.2;0;0;0.002;-2.1;-2.1;01.01.2017 04:10;01.01.2017
01.01.2017 04:20;-2.2;82;1.7;2.2;233;0;1007.1;0;0;0.002;-2.2;-2.2;01.01.2017 04:20;01.01.2017
01.01.2017 04:30;-2.3;83;1.9;3;233;0;1006.9;0;0;0.002;-2.3;-2.3;01.01.2017 04:30;01.01.2017
01.01.2017 04:40;-2.2;83;1.9;3.3;243;0;1006.8;0;0;0.002;-2.2;-2.2;01.01.2017 04:40;01.01.2017
01.01.2017 04:50;-2.6;83;1.7;2.2;214;0;1006.6;0;0;0.002;-2.6;-2.6;01.01.2017 04:50;01.01.2017
01.01.2017 05:00;-2.8;84;1.2;1.9;215;0;1006.5;0;0;0.001;-2.8;-2.8;01.01.2017 05:00;01.01.2017
01.01.2017 05:10;-2.8;85;0.9;1.2;231;0;1006.4;0;0;0.001;-2.8;-2.8;01.01.2017 05:10;01.01.2017
01.01.2017 05:20;-3;85;1.1;1.6;205;0;1006.3;0;0;0.001;-3;-3;01.01.2017 05:20;01.01.2017
01.01.2017 05:30;-3.3;86;1.8;2.9;203;0;1006.2;0;0;0.001;-3.3;-3.3;01.01.2017 05:30;01.01.2017
01.01.2017 05:40;-3.4;87;2.4;4.3;200;0;1006.1;0;0;0.002;-3.4;-3.4;01.01.2017 05:40;01.01.2017
01.01.2017 05:50;-3;87;2.6;3.8;202;0;1006;0;0;0.002;-3;-3;01.01.2017 05:50;01.01.2017
01.01.2017 06:00;-3;86;2.1;2.8;200;0;1005.9;0;0;0.001;-3;-3;01.01.2017 06:00;01.01.2017
01.01.2017 06:10;-2.9;87;1.7;2.6;194;0;1005.7;0;0;0.001;-2.9;-2.9;01.01.2017 06:10;01.01.2017
01.01.2017 06:20;-2.9;87;1.1;1.8;196;0;1005.6;0;0;0.001;-2.9;-2.9;01.01.2017 06:20;01.01.2017
01.01.2017 06:30;-2.8;87;1;2.2;200;0;1005.6;0;0;0.001;-2.8;-2.8;01.01.2017 06:30;01.01.2017
01.01.2017 06:40;-2.9;86;1.6;2.4;196;0;1005.5;0;0;0.001;-2.9;-2.9;01.01.2017 06:40;01.01.2017
01.01.2017 06:50;-3;86;1.3;2;197;0;1005.5;0;0;0.001;-3;-3;01.01.2017 06:50;01.01.2017
01.01.2017 07:00;-3.1;86;1.4;2.2;193;0;1005.6;0;0;0.001;-3.1;-3.1;01.01.2017 07:00;01.01.2017
01.01.2017 07:10;-2.9;86;1.3;2.4;182;0;1005.3;0;0;0.001;-2.9;-2.9;01.01.2017 07:10;01.01.2017
01.01.2017 07:20;-2.6;86;2.6;4.2;194;0;1005.3;0;0;0.002;-2.6;-2.6;01.01.2017 07:20;01.01.2017
01.01.2017 07:30;-2.5;85;3;4.6;208;0;1005.3;0;0;0.002;-2.5;-2.5;01.01.2017 07:30;01.01.2017
01.01.2017 07:40;-2.8;85;1.4;2.5;239;0.1;1005.1;0;0;0.001;-2.8;-2.8;01.01.2017 07:40;01.01.2017
01.01.2017 07:50;-3.1;85;0.5;1;262;0.4;1005;0;0;0.001;-3.1;-3.1;01.01.2017 07:50;01.01.2017
01.01.2017 08:00;-3.5;86;1.9;2.5;239;1.4;1004.8;0;0;0.001;-3.5;-3.5;01.01.2017 08:00;01.01.2017
01.01.2017 08:10;-3.1;87;1.5;2;233;3.2;1004.9;0;0;0.001;-3.1;-3.1;01.01.2017 08:10;01.01.2017
01.01.2017 08:20;-3.1;85;1.3;2.1;211;6.2;1004.8;0;0;0.002;-3.1;-3.1;01.01.2017 08:20;01.01.2017
01.01.2017 08:30;-3.4;85;1.4;2.1;228;12.5;1004.7;0;0;0.002;-3.4;-3.4;01.01.2017 08:30;01.01.2017
01.01.2017 08:40;-3.1;85;0.9;1.9;262;20.9;1004.6;0;0;0.002;-3.1;-3.1;01.01.2017 08:40;01.01.2017
01.01.2017 08:50;-3;85;2.4;4;242;37.1;1004.5;0;0;0.004;-3;-3;01.01.2017 08:50;01.01.2017
01.01.2017 09:00;-2.5;85;3.7;4.7;238;57.3;1004.4;0;0;0.006;-2.5;-2.5;01.01.2017 09:00;01.01.2017
01.01.2017 09:10;-2.1;84;3.9;5.1;243;78.5;1004.3;0;0;0.007;-2.1;-2.1;01.01.2017 09:10;01.01.2017
01.01.2017 09:20;-1.9;82;4.2;6.1;236;93.5;1004.1;0;0;0.009;-1.9;-1.9;01.01.2017 09:20;01.01.2017
01.01.2017 09:30;-1.7;81;3.6;5.5;234;107.8;1004.1;0;0;0.009;-1.7;-1.7;01.01.2017 09:30;01.01.2017
01.01.2017 09:40;-1.6;81;3.5;5;238;120.7;1004.2;0;0;0.01;-1.6;-1.6;01.01.2017 09:40;01.01.2017
01.01.2017 09:50;-1.4;80;4.4;7;233;132.8;1004;0;0;0.012;-1.4;-1.4;01.01.2017 09:50;01.01.2017
01.01.2017 10:00;-1.3;79;4.4;6.5;232;145.2;1004;0;0;0.013;-1.3;-1.3;01.01.2017 10:00;01.01.2017
01.01.2017 10:10;-1.2;79;3.3;5.4;234;157.1;1004.1;0;0;0.013;-1.2;-1.2;01.01.2017 10:10;01.01.2017
01.01.2017 10:20;-1;78;4.5;6.6;235;169.2;1003.9;0;0;0.014;-1;-1;01.01.2017 10:20;01.01.2017
01.01.2017 10:30;-0.9;78;4.8;7.2;231;181.9;1003.9;0;0;0.016;-0.9;-0.9;01.01.2017 10:30;01.01.2017
01.01.2017 10:40;-0.7;77;4.6;6.7;233;194.8;1003.7;0;0;0.017;-0.7;-0.7;01.01.2017 10:40;01.01.2017
01.01.2017 10:50;-0.5;76;4.8;6.4;240;203.2;1003.7;0;0;0.018;-0.5;-0.5;01.01.2017 10:50;01.01.2017
01.01.2017 11:00;-0.3;75;5.3;7.7;243;191.1;1003.6;0;0;0.018;-0.3;-0.3;01.01.2017 11:00;01.01.2017
01.01.2017 11:10;-0.2;74;5.5;7.6;239;221.1;1003.6;0;0;0.02;-0.2;-0.2;01.01.2017 11:10;01.01.2017
01.01.2017 11:20;0.1;73;5.1;7.8;239;226.9;1003.4;0;0;0.02;0.1;0.1;01.01.2017 11:20;01.01.2017
01.01.2017 11:30;0.3;72;5.1;7.2;237;229.7;1003.3;0;0;0.021;0.3;0.3;01.01.2017 11:30;01.01.2017
01.01.2017 11:40;0.5;71;6;8.4;237;234.1;1003.2;0;0;0.023;0.5;0.5;01.01.2017 11:40;01.01.2017
01.01.2017 11:50;0.5;70;6.5;8.6;241;236.7;1003.1;0;0;0.024;0.5;0.5;01.01.2017 11:50;01.01.2017
01.01.2017 12:00;0.7;70;4.8;8.1;233;237.7;1002.8;0;0;0.022;0.7;0.7;01.01.2017 12:00;01.01.2017
01.01.2017 12:10;0.9;70;5.3;7.9;239;239;1002.9;0;0;0.023;0.9;0.9;01.01.2017 12:10;01.01.2017
01.01.2017 12:20;1;69;5.5;7.8;241;236.7;1002.9;0;0;0.023;1;1;01.01.2017 12:20;01.01.2017
01.01.2017 12:30;1;69;5.4;6.8;243;236.5;1002.9;0;0;0.023;1;1;01.01.2017 12:30;01.01.2017
01.01.2017 12:40;1.2;68;5.3;7.4;244;233.6;1002.9;0;0;0.023;1.2;1.2;01.01.2017 12:40;01.01.2017
01.01.2017 12:50;1.3;68;5.5;7.8;243;227.1;1002.8;0;0;0.023;1.3;1.3;01.01.2017 12:50;01.01.2017
01.01.2017 13:00;1.4;68;4.1;7.4;240;220.9;1002.7;0;0;0.021;1.4;1.4;01.01.2017 13:00;01.01.2017
01.01.2017 13:10;1.6;67;4.5;7.7;240;213.6;1002.7;0;0;0.021;1.6;1.6;01.01.2017 13:10;01.01.2017
01.01.2017 13:20;1.6;67;5.1;7.8;242;206.7;1002.4;0;0;0.022;1.6;1.6;01.01.2017 13:20;01.01.2017
01.01.2017 13:30;1.7;67;4.4;6.5;240;197.2;1002.3;0;0;0.02;1.7;1.7;01.01.2017 13:30;01.01.2017
01.01.2017 13:40;1.9;67;4;5.6;241;189;1002.2;0;0;0.019;1.9;1.9;01.01.2017 13:40;01.01.2017
01.01.2017 13:50;2.2;66;4.7;6.9;235;178.1;1002.1;0;0;0.02;2.2;2.2;01.01.2017 13:50;01.01.2017
01.01.2017 14:00;2.3;65;4.1;6.9;235;168.3;1002.1;0;0.4;0.019;2.3;2.3;01.01.2017 14:00;01.01.2017
01.01.2017 14:10;2.4;66;3.9;5.8;230;156.4;1002.2;0;0;0.018;2.4;2.4;01.01.2017 14:10;01.01.2017
01.01.2017 14:20;2.4;65;4.2;5.5;228;142.1;1002;0;0;0.017;2.4;2.4;01.01.2017 14:20;01.01.2017
01.01.2017 14:30;2.3;65;4.4;6.7;227;128.3;1002;0;0;0.017;2.3;2.3;01.01.2017 14:30;01.01.2017
01.01.2017 14:40;2.3;66;3.6;4.9;227;118.4;1002;0;0;0.015;2.3;2.3;01.01.2017 14:40;01.01.2017
01.01.2017 14:50;2.3;68;3.4;4.8;231;105.9;1001.9;0;0;0.013;2.3;2.3;01.01.2017 14:50;01.01.2017
01.01.2017 15:00;2.2;68;4;5.5;235;91.3;1001.9;0;0;0.013;2.2;2.2;01.01.2017 15:00;01.01.2017
01.01.2017 15:10;2.1;68;3.6;5.1;236;74.8;1002;0;0;0.011;2.1;2.1;01.01.2017 15:10;01.01.2017
01.01.2017 15:20;1.8;69;3.3;4.2;237;62.4;1001.9;0;0;0.01;1.8;1.8;01.01.2017 15:20;01.01.2017
01.01.2017 15:30;1.6;72;3.2;3.9;236;49.2;1001.8;0;0;0.008;1.6;1.6;01.01.2017 15:30;01.01.2017
01.01.2017 15:40;1.4;72;2.7;3.5;231;39.1;1001.7;0;0;0.007;1.4;1.4;01.01.2017 15:40;01.01.2017
01.01.2017 15:50;1;74;2.8;3.5;228;28;1001.7;0;0;0.006;1;1;01.01.2017 15:50;01.01.2017
01.01.2017 16:00;0.8;75;2.7;3.6;224;18.2;1001.8;0;0;0.005;0.8;0.8;01.01.2017 16:00;01.01.2017
01.01.2017 16:10;0.7;75;2.8;3.4;232;9.7;1001.6;0;0;0.005;0.7;0.7;01.01.2017 16:10;01.01.2017
01.01.2017 16:20;0.2;76;2.1;2.8;236;4.7;1001.5;0;0;0.003;0.2;0.2;01.01.2017 16:20;01.01.2017
01.01.2017 16:30;0;78;1.8;2.1;239;1.8;1001.4;0;0;0.003;0;0;01.01.2017 16:30;01.01.2017
01.01.2017 16:40;0;79;1.6;1.9;246;0.6;1001.4;0;0;0.002;0;0;01.01.2017 16:40;01.01.2017
01.01.2017 16:50;0;78;1.6;2.1;243;0.1;1001.2;0;0;0.002;0;0;01.01.2017 16:50;01.01.2017
01.01.2017 17:00;-0.1;78;0.7;1.2;227;0;1001.2;0;0;0.001;-0.1;-0.1;01.01.2017 17:00;01.01.2017
01.01.2017 17:10;-0.4;79;0.3;0.6;194;0;1001.2;0;0;0.001;-0.4;-0.4;01.01.2017 17:10;01.01.2017
01.01.2017 17:20;-0.7;79;0.3;0.5;261;0;1001.1;0;0;0.001;-0.7;-0.7;01.01.2017 17:20;01.01.2017
01.01.2017 17:30;-0.6;79;0.2;0.4;300;0;1001;0;0;0.001;-0.6;-0.6;01.01.2017 17:30;01.01.2017
01.01.2017 17:40;-0.5;79;0.2;0.4;356;0;1001;0;0;0.001;-0.5;-0.5;01.01.2017 17:40;01.01.2017
01.01.2017 17:50;-0.4;78;0;0;290;0;1000.9;0;0;0.001;-0.4;-0.4;01.01.2017 17:50;01.01.2017
01.01.2017 18:00;-0.8;78;0.2;0.5;194;0;1000.8;0;0;0.001;-0.8;-0.8;01.01.2017 18:00;01.01.2017
01.01.2017 18:10;-1.1;80;0;0;197;0;1000.8;0;0;0.001;-1.1;-1.1;01.01.2017 18:10;01.01.2017
01.01.2017 18:20;-1.1;80;0;0;236;0;1000.7;0;0;0.001;-1.1;-1.1;01.01.2017 18:20;01.01.2017
01.01.2017 18:30;-1.5;80;0.2;0.5;243;0;1000.9;0;0;0.001;-1.5;-1.5;01.01.2017 18:30;01.01.2017
01.01.2017 18:40;-1.9;82;0.7;1.2;216;0;1000.7;0;0;0.001;-1.9;-1.9;01.01.2017 18:40;01.01.2017
01.01.2017 18:50;-2.1;83;0.8;1.1;210;0;1000.5;0;0;0.001;-2.1;-2.1;01.01.2017 18:50;01.01.2017
01.01.2017 19:00;-2.2;84;0.4;0.7;234;0;1000.6;0;0;0.001;-2.2;-2.2;01.01.2017 19:00;01.01.2017
01.01.2017 19:10;-2.3;84;0.4;0.5;255;0;1000.4;0;0;0.001;-2.3;-2.3;01.01.2017 19:10;01.01.2017
01.01.2017 19:20;-2.4;84;0.3;0.7;204;0;1000.3;0;0;0.001;-2.4;-2.4;01.01.2017 19:20;01.01.2017
01.01.2017 19:30;-2.6;85;0.7;1.1;196;0;1000.3;0;0;0.001;-2.6;-2.6;01.01.2017 19:30;01.01.2017
01.01.2017 19:40;-2.4;86;0.6;1.4;218;0;1000.2;0;0;0.001;-2.4;-2.4;01.01.2017 19:40;01.01.2017
01.01.2017 19:50;-2.4;86;1.2;2.1;223;0;1000.2;0;0;0.001;-2.4;-2.4;01.01.2017 19:50;01.01.2017
01.01.2017 20:00;-1.9;87;1.7;2.4;242;0;1000.1;0;0;0.001;-1.9;-1.9;01.01.2017 20:00;01.01.2017
01.01.2017 20:10;-1.8;87;2;3;243;0;1000.2;0;0;0.001;-1.8;-1.8;01.01.2017 20:10;01.01.2017
01.01.2017 20:20;-1.9;87;2.2;3;244;0;1000;0;0;0.002;-1.9;-1.9;01.01.2017 20:20;01.01.2017
01.01.2017 20:30;-2.1;87;2.2;3.5;251;0;1000;0;0;0.002;-2.1;-2.1;01.01.2017 20:30;01.01.2017
01.01.2017 20:40;-2.1;88;2.6;3.6;242;0;999.9;0;0;0.002;-2.1;-2.1;01.01.2017 20:40;01.01.2017
01.01.2017 20:50;-2.1;88;2.8;3.6;242;0;999.9;0;0;0.002;-2.1;-2.1;01.01.2017 20:50;01.01.2017
01.01.2017 21:00;-2.2;88;2.2;3.4;231;0;999.8;0;0;0.001;-2.2;-2.2;01.01.2017 21:00;01.01.2017
01.01.2017 21:10;-1.9;89;3.2;4.8;234;0;999.9;0;0;0.002;-1.9;-1.9;01.01.2017 21:10;01.01.2017
01.01.2017 21:20;-1.4;88;4;5.8;232;0;999.8;0;0;0.002;-1.4;-1.4;01.01.2017 21:20;01.01.2017
01.01.2017 21:30;-1.3;87;3.3;4.7;239;0;1000.1;0;0;0.002;-1.3;-1.3;01.01.2017 21:30;01.01.2017
01.01.2017 21:40;-1.5;86;3.4;5.7;245;0;1000.1;0;0;0.002;-1.5;-1.5;01.01.2017 21:40;01.01.2017
01.01.2017 21:50;-1.4;86;5.1;6.9;245;0;1000.2;0;0;0.003;-1.4;-1.4;01.01.2017 21:50;01.01.2017
01.01.2017 22:00;-1.5;85;4.6;6.1;243;0;1000.4;0;0;0.003;-1.5;-1.5;01.01.2017 22:00;01.01.2017
01.01.2017 22:10;-1.7;85;5;6.3;244;0;1000.3;0;0;0.003;-1.7;-1.7;01.01.2017 22:10;01.01.2017
01.01.2017 22:20;-1.8;85;4.5;5.9;241;0;1000.3;0;0;0.003;-1.8;-1.8;01.01.2017 22:20;01.01.2017
01.01.2017 22:30;-2;86;4.4;5.6;239;0;1000.4;0;0;0.003;-2;-2;01.01.2017 22:30;01.01.2017
01.01.2017 22:40;-2.2;86;4.2;5.7;234;0;1000.4;0;0;0.003;-2.2;-2.2;01.01.2017 22:40;01.01.2017
01.01.2017 22:50;-2.3;87;4.4;5.9;234;0;1000.4;0;0;0.003;-2.3;-2.3;01.01.2017 22:50;01.01.2017
01.01.2017 23:00;-2.3;87;4.7;6.2;234;0;1000.4;0;0;0.003;-2.3;-2.3;01.01.2017 23:00;01.01.2017
01.01.2017 23:10;-2.3;87;5;7.1;237;0;1000.6;0;0;0.003;-2.3;-2.3;01.01.2017 23:10;01.01.2017
01.01.2017 23:20;-2.3;87;4.8;6.3;237;0;1000.4;0;0;0.003;-2.3;-2.3;01.01.2017 23:20;01.01.2017
01.01.2017 23:30;-2.3;88;4.9;6.7;239;0;1000.4;0;0;0.003;-2.3;-2.3;01.01.2017 23:30;01.01.2017
01.01.2017 23:40;-2.4;88;4.4;6.1;238;0;1000.4;0;0;0.002;-2.4;-2.4;01.01.2017 23:40;01.01.2017
01.01.2017 23:50;-2.4;88;4.9;6.6;238;0;1000.4;0;0;0.003;-2.4;-2.4;01.01.2017 23:50;01.01.2017
02.01.2017 00:00;-2.3;88;5.1;6.6;245;0;1000.4;0;0;0.003;-2.3;-2.3;02.01.2017 00:00;02.01.2017
02.01.2017 00:10;-2.3;88;4.4;5.8;243;0;1000.4;0;0;0.002;-2.3;-2.3;02.01.2017 00:10;02.01.2017
02.01.2017 00:20;-2.3;88;4;5.9;242;0;1000.5;0;0;0.002;-2.3;-2.3;02.01.2017 00:20;02.01.2017
02.01.2017 00:30;-2.3;89;4;5.1;239;0;1000.2;0;0;0.002;-2.3;-2.3;02.01.2017 00:30;02.01.2017
02.01.2017 00:40;-2.1;89;4;5.5;240;0;1000.2;0;0;0.002;-2.1;-2.1;02.01.2017 00:40;02.01.2017
02.01.2017 00:50;-1.9;89;4.6;6;239;0;1000.3;0;0;0.002;-1.9;-1.9;02.01.2017 00:50;02.01.2017
02.01.2017 01:00;-1.7;89;5;7;242;0;1000;0;0;0.003;-1.7;-1.7;02.01.2017 01:00;02.01.2017
02.01.2017 01:10;-1.5;89;5.6;7.4;244;0;1000;0;0;0.003;-1.5;-1.5;02.01.2017 01:10;02.01.2017
02.01.2017 01:20;-1.4;89;5.7;7.5;238;0;999.9;0;0;0.003;-1.4;-1.4;02.01.2017 01:20;02.01.2017
02.01.2017 01:30;-1.3;88;5.6;8.1;240;0;999.9;0;0;0.003;-1.3;-1.3;02.01.2017 01:30;02.01.2017
02.01.2017 01:40;-1.1;88;5.9;8.3;236;0;999.9;0;0;0.003;-1.1;-1.1;02.01.2017 01:40;02.01.2017
02.01.2017 01:50;-1;88;5.6;8.7;239;0;999.9;0;0;0.003;-1;-1;02.01.2017 01:50;02.01.2017
02.01.2017 02:00;-1;87;6;8.4;238;0;999.9;0;0;0.004;-1;-1;02.01.2017 02:00;02.01.2017
02.01.2017 02:10;-0.9;87;5.6;7.6;241;0;1000.2;0;0;0.003;-0.9;-0.9;02.01.2017 02:10;02.01.2017
02.01.2017 02:20;-0.9;87;6.2;8.7;238;0;1000;0;0;0.004;-0.9;-0.9;02.01.2017 02:20;02.01.2017
02.01.2017 02:30;-0.8;87;6.3;8.2;237;0;999.9;0;0;0.004;-0.8;-0.8;02.01.2017 02:30;02.01.2017
02.01.2017 02:40;-0.8;87;5.6;8;237;0;1000.1;0;0;0.003;-0.8;-0.8;02.01.2017 02:40;02.01.2017
02.01.2017 02:50;-0.7;87;5.9;8.1;238;0;1000;0;0;0.003;-0.7;-0.7;02.01.2017 02:50;02.01.2017
02.01.2017 03:00;-0.7;88;5.1;7.2;234;0;1000;0;0;0.003;-0.7;-0.7;02.01.2017 03:00;02.01.2017
02.01.2017 03:10;-0.6;88;4.7;6.8;239;0;1000.1;0;0;0.003;-0.6;-0.6;02.01.2017 03:10;02.01.2017
02.01.2017 03:20;-0.6;88;4.5;6.7;238;0;1000.1;0;0;0.003;-0.6;-0.6;02.01.2017 03:20;02.01.2017
02.01.2017 03:30;-0.5;88;4.3;6.2;231;0;1000;0;0;0.002;-0.5;-0.5;02.01.2017 03:30;02.01.2017
02.01.2017 03:40;-0.4;89;4;6.1;232;0;1000.1;0;0;0.002;-0.4;-0.4;02.01.2017 03:40;02.01.2017
02.01.2017 03:50;-0.4;89;4.4;6.4;238;0;999.9;0;0;0.002;-0.4;-0.4;02.01.2017 03:50;02.01.2017
02.01.2017 04:00;-0.4;90;5;7.5;238;0;999.8;0;0;0.002;-0.4;-0.4;02.01.2017 04:00;02.01.2017
02.01.2017 04:10;-0.4;90;5.3;7.3;239;0;999.8;0;0;0.002;-0.4;-0.4;02.01.2017 04:10;02.01.2017
02.01.2017 04:20;-0.6;91;4.6;6.9;236;0;999.8;0;0;0.002;-0.6;-0.6;02.01.2017 04:20;02.01.2017
02.01.2017 04:30;-0.7;92;4.6;6.2;234;0;999.8;0;0;0.002;-0.7;-0.7;02.01.2017 04:30;02.01.2017
02.01.2017 04:40;-0.7;93;4.6;6.1;233;0;999.7;0;0;0.002;-0.7;-0.7;02.01.2017 04:40;02.01.2017
02.01.2017 04:50;-0.7;94;4.2;7;236;0;999.6;0;0;0.001;-0.7;-0.7;02.01.2017 04:50;02.01.2017
02.01.2017 05:00;-0.7;94;4.3;6.3;236;0;999.6;0;0;0.001;-0.7;-0.7;02.01.2017 05:00;02.01.2017
02.01.2017 05:10;-0.6;95;4.7;6.7;244;0;999.7;0;0;0.001;-0.6;-0.6;02.01.2017 05:10;02.01.2017
02.01.2017 05:20;-0.5;95;4.7;7.1;244;0;999.7;0;0;0.001;-0.5;-0.5;02.01.2017 05:20;02.01.2017
02.01.2017 05:30;-0.5;96;4;6.6;242;0;999.7;0;0;0.001;-0.5;-0.5;02.01.2017 05:30;02.01.2017
02.01.2017 05:40;-0.5;96;5.2;7.6;240;0;999.6;0;0;0.001;-0.5;-0.5;02.01.2017 05:40;02.01.2017
02.01.2017 05:50;-0.4;96;5.5;7.6;238;0;999.6;0;0;0.001;-0.4;-0.4;02.01.2017 05:50;02.01.2017
02.01.2017 06:00;-0.4;96;5.7;7.7;240;0;999.6;0;0;0.001;-0.4;-0.4;02.01.2017 06:00;02.01.2017
02.01.2017 06:10;-0.4;96;5.8;8.7;239;0;999.6;0;0;0.001;-0.4;-0.4;02.01.2017 06:10;02.01.2017
02.01.2017 06:20;-0.4;96;5.6;7.7;240;0;999.6;0;0;0.001;-0.4;-0.4;02.01.2017 06:20;02.01.2017
02.01.2017 06:30;-0.4;96;5.9;8.1;239;0;999.6;0;0;0.001;-0.4;-0.4;02.01.2017 06:30;02.01.2017
02.01.2017 06:40;-0.4;96;5.8;8.1;239;0;999.5;0;0;0.001;-0.4;-0.4;02.01.2017 06:40;02.01.2017
02.01.2017 06:50;-0.3;96;6.1;8.8;242;0;999.7;0;0;0.001;-0.3;-0.3;02.01.2017 06:50;02.01.2017
02.01.2017 07:00;-0.3;97;6;8.4;243;0;999.6;0;0;0.001;-0.3;-0.3;02.01.2017 07:00;02.01.2017
02.01.2017 07:10;-0.4;97;5.8;8.1;244;0;999.6;0;0;0.001;-0.4;-0.4;02.01.2017 07:10;02.01.2017
02.01.2017 07:20;-0.4;97;5.6;7.6;241;0;999.6;0;0;0.001;-0.4;-0.4;02.01.2017 07:20;02.01.2017
02.01.2017 07:30;-0.4;97;5.1;7.2;237;0;999.6;0;0;0.001;-0.4;-0.4;02.01.2017 07:30;02.01.2017
02.01.2017 07:40;-0.5;97;5.2;6.8;237;0;999.7;0;0;0.001;-0.5;-0.5;02.01.2017 07:40;02.01.2017
02.01.2017 07:50;-0.5;97;5.4;7.9;239;0.1;999.7;0;0;0.001;-0.5;-0.5;02.01.2017 07:50;02.01.2017
02.01.2017 08:00;-0.5;97;5.4;7.1;237;0.3;999.7;0;0;0.001;-0.5;-0.5;02.01.2017 08:00;02.01.2017
02.01.2017 08:10;-0.5;97;5.9;7.6;238;0.8;999.8;0;0;0.001;-0.5;-0.5;02.01.2017 08:10;02.01.2017
02.01.2017 08:20;-0.5;97;5.7;7.5;242;1.6;999.8;0;0;0.001;-0.5;-0.5;02.01.2017 08:20;02.01.2017
02.01.2017 08:30;-0.6;97;5.5;7;243;3.1;999.8;0;0;0.001;-0.6;-0.6;02.01.2017 08:30;02.01.2017
02.01.2017 08:40;-0.5;98;5.5;7.2;243;7.7;999.8;0;0;0.001;-0.5;-0.5;02.01.2017 08:40;02.01.2017
02.01.2017 08:50;-0.5;98;5.3;7.2;242;11.6;999.8;0;0;0.001;-0.5;-0.5;02.01.2017 08:50;02.01.2017
02.01.2017 09:00;-0.5;98;5.7;7.7;241;15.6;999.9;0;0;0.002;-0.5;-0.5;02.01.2017 09:00;02.01.2017
